"http://www.aptekatrika.ru/item/110011220/";"Индинол, капс 300мг №120 + Эпигаллат, капс 500мг №120";"3628";"Трика";"1493902260";"уп.";"МираксБиофарма ЗАО";"Россия";"** Цена при заказе товаров на сумму от 10.000 руб. с доставкой по г.Москве(в пределах МКАД)"
"http://www.aptekatrika.ru/item/20000103/";"Индинол, капс 300мг №120";"2331";"Трика";"1493902261";"уп.";"МираксБиофарма ЗАО";"Россия";"** Цена при заказе товаров на сумму от 10.000 руб. с доставкой по г.Москве(в пределах МКАД)"
