"https://wer.ru/catalog/aspirin_kardio/";"Аспирин кардио";"139";"Ваша_верная_аптека";"1495448126";"";"Аспирин кардио"
"https://wer.ru/catalog/aspirin_kardio_300mg_n20_tab_/";"Аспирин кардио";"82";"Ваша_верная_аптека";"1495448130";"Байер АГ";"Аспирин кардио"
