"http://samson-f.ru/product/aspirin_c_tab_ship_%E2%84%9610_15-866";"Аспирин C таб шип №10";"217";"Самсон_Фарма";"1495448117";"Ацетилсалиц к-та+Аскорбиновая к-та";"Bayer";"Германия"
"http://samson-f.ru/product/aspirin_ekspress_tab_ship_%E2%84%9612_15-28332";"Аспирин Экспресс таб шип №12";"246";"Самсон_Фарма";"1495448120";"Ацетилсалиц к-та";"Bayer";"Германия"
